,University,Address,City,Longitude,Latitude,Percent Receiving Financial Aid,Average Net Price,Total Applied,Total Admitted,SAT Reading/Writing 25th Percentile,SAT Reading/Writing 75th Percentile,SAT Math 25th Percentile,SAT Math 75th Percentile,ACT Composite 25th Percentile,ACT Composite 75th Percentile,Student-to-Faculty Ratio,Acceptance Rate,Academic Cluster,Academic Profile,Venue Cluster,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,11th Most Common Venue,12th Most Common Venue,13th Most Common Venue,14th Most Common Venue,15th Most Common Venue,Venue Profile
682,Reinhardt University,7300 Reinhardt Circle,Waleska,-84.554264,34.319756,96.0,21436.0,1216.0,1092.0,510.0,600.0,490.0,590.0,18.0,23.0,13.0,89.80263157894737,1,Least Selective/Lower Scores,4,Golf Course,Grocery Store,Discount Store,Salon / Barbershop,Sandwich Place,Health & Beauty Service,Mexican Restaurant,Baseball Field,Performing Arts Venue,Business Service,Harbor / Marina,Event Space,Fair,Event Service,Exhibit,Pizza and Dessert
683,Rensselaer Polytechnic Institute,110 8th St,Troy,-73.67664599999999,42.729978,86.0,39308.0,20402.0,8770.0,640.0,720.0,690.0,780.0,29.0,33.0,13.0,42.98598176649348,3,Most Selective/Highest Scores,1,Bakery,Pizza Place,Bar,Ice Cream Shop,Diner,Coffee Shop,Brewery,Hot Dog Joint,Pub,Bowling Alley,Breakfast Spot,Bookstore,Café,Chinese Restaurant,Seafood Restaurant,Outdoor Attractions
684,Rhode Island College,600 Mount Pleasant Ave,Providence,-71.46556,41.842415,62.0,,4208.0,3091.0,450.0,560.0,440.0,540.0,16.0,20.0,14.0,73.45532319391636,2,Less Selective/Lowest Scores,0,Italian Restaurant,Café,Bakery,Bar,American Restaurant,New American Restaurant,Performing Arts Venue,Restaurant,Gourmet Shop,Theater,Mexican Restaurant,Beer Garden,Pharmacy,Liquor Store,Gym / Fitness Center,Coffee and Casual
685,Rhode Island School of Design,2 College St,Providence,-71.407692,41.825935,39.0,39289.0,3913.0,934.0,600.0,690.0,580.0,750.0,26.0,32.0,9.0,23.86915410171224,3,Most Selective/Highest Scores,1,Café,Bar,Italian Restaurant,Performing Arts Venue,Gourmet Shop,Coffee Shop,Theater,Seafood Restaurant,American Restaurant,New American Restaurant,Donut Shop,Pizza Place,Middle Eastern Restaurant,Bagel Shop,Bakery,Outdoor Attractions
686,Rhodes College,2000 North Parkway,Memphis,-89.990803,35.154405,92.0,29915.0,5093.0,2269.0,630.0,700.0,610.0,710.0,28.0,31.0,10.0,44.55134498331043,3,Most Selective/Highest Scores,1,Coffee Shop,Brewery,Music Venue,Burger Joint,Cajun / Creole Restaurant,Zoo,Deli / Bodega,BBQ Joint,Candy Store,Tapas Restaurant,Park,Gym / Fitness Center,Liquor Store,Theater,Outdoor Sculpture,Outdoor Attractions
687,Rice University,6100 S Main St,Houston,-95.402035,29.717896999999997,63.0,23202.0,20923.0,2328.0,700.0,760.0,750.0,800.0,33.0,35.0,6.0,11.126511494527554,3,Most Selective/Highest Scores,0,Zoo Exhibit,American Restaurant,Park,Trail,Science Museum,Café,Garden,Grocery Store,Art Museum,Food Truck,Hotel,New American Restaurant,Ice Cream Shop,Sculpture Garden,Sushi Restaurant,Coffee and Casual
688,Rider University,2083 Lawrence Road,Lawrenceville,-74.737833,40.278796,90.0,29284.0,9429.0,6569.0,500.0,600.0,500.0,590.0,20.0,25.0,10.0,69.66804539187613,1,Least Selective/Lower Scores,0,Italian Restaurant,Café,Fast Food Restaurant,Convenience Store,American Restaurant,Mexican Restaurant,Other Great Outdoors,Latin American Restaurant,Farmers Market,French Restaurant,Trail,Bagel Shop,Bakery,Gym,Gym / Fitness Center,Coffee and Casual
689,Ripon College,300 West Seward Street,Ripon,-88.842333,43.844134999999994,97.0,19093.0,2619.0,1807.0,500.0,610.0,500.0,600.0,20.0,27.0,12.0,68.99579992363498,1,Least Selective/Lower Scores,4,Fast Food Restaurant,Bar,Convenience Store,Restaurant,Pizza Place,Sandwich Place,Movie Theater,BBQ Joint,Pharmacy,Discount Store,Automotive Shop,ATM,General Entertainment,Gym / Fitness Center,Sports Bar,Pizza and Dessert
690,Roanoke College,221 College Lane,Salem,-80.05546700000001,37.294861,98.0,28155.0,5122.0,3713.0,530.0,630.0,510.0,600.0,22.0,27.0,11.0,72.49121436938695,1,Least Selective/Lower Scores,3,American Restaurant,Coffee Shop,Ice Cream Shop,Sandwich Place,Gas Station,Brewery,Deli / Bodega,Mexican Restaurant,Hotel,Supermarket,Italian Restaurant,Japanese Restaurant,Pizza Place,Breakfast Spot,Hardware Store,Variety of Cuisines
691,Robert Morris University,6001 University Boulevard,Moon Township,-80.210468,40.520415,82.0,25690.0,6269.0,5274.0,520.0,600.0,510.0,600.0,21.0,28.0,15.0,84.1282501196363,1,Least Selective/Lower Scores,0,Italian Restaurant,Coffee Shop,Sushi Restaurant,Ice Cream Shop,Bar,Bagel Shop,Fast Food Restaurant,French Restaurant,Market,Golf Course,BBQ Joint,Trail,Chinese Restaurant,Salon / Barbershop,Breakfast Spot,Coffee and Casual
692,Roberts Wesleyan College,2301 Westside Dr,Rochester,-77.798498,43.125755,95.0,23673.0,1509.0,975.0,500.0,610.0,510.0,620.0,20.0,27.0,13.0,64.61232604373758,1,Least Selective/Lower Scores,1,American Restaurant,Coffee Shop,Burger Joint,Ice Cream Shop,Bar,Park,Italian Restaurant,Pizza Place,Mexican Restaurant,Diner,Supermarket,Gas Station,German Restaurant,BBQ Joint,Frozen Yogurt Shop,Outdoor Attractions
693,Rochester College,800 West Avon Road,Rochester Hills,-83.144959,42.667521,76.0,16281.0,361.0,361.0,440.0,560.0,430.0,540.0,17.0,23.0,12.0,100.0,2,Less Selective/Lowest Scores,0,Pub,American Restaurant,Park,Steakhouse,Breakfast Spot,Dessert Shop,Sushi Restaurant,Sandwich Place,Mediterranean Restaurant,Diner,Fabric Shop,Trail,Gym / Fitness Center,Gym,Bakery,Coffee and Casual
694,Rochester Institute of Technology,1 Lomb Memorial Dr,Rochester,-77.67385999999999,43.084188,87.0,31798.0,19335.0,12765.0,590.0,680.0,610.0,720.0,27.0,32.0,13.0,66.02017067494181,3,Most Selective/Highest Scores,0,Supermarket,Sandwich Place,Ice Cream Shop,Beer Store,Park,Pizza Place,Coffee Shop,French Restaurant,Fast Food Restaurant,Climbing Gym,Korean Restaurant,Trail,BBQ Joint,Gym / Fitness Center,Toy / Game Store,Coffee and Casual
695,Rockford University,5050 E State St,Rockford,-89.019536,42.270639,87.0,21419.0,2682.0,1315.0,500.0,600.0,490.0,590.0,19.0,23.0,10.0,49.03057419835943,1,Least Selective/Lower Scores,3,Pizza Place,Garden,Asian Restaurant,Bar,Breakfast Spot,Japanese Restaurant,Italian Restaurant,Fast Food Restaurant,Supermarket,Steakhouse,Coffee Shop,Mexican Restaurant,Golf Course,Thai Restaurant,Seafood Restaurant,Variety of Cuisines
696,Rockhurst University,1100 Rockhurst Rd,Kansas City,-94.573003,39.032318,67.0,22876.0,3746.0,2477.0,565.0,650.0,545.0,605.0,22.0,27.0,14.0,66.12386545648693,1,Least Selective/Lower Scores,1,American Restaurant,Coffee Shop,Park,Pizza Place,Fried Chicken Joint,Liquor Store,Italian Restaurant,Garden,Seafood Restaurant,Ice Cream Shop,Sculpture Garden,Sandwich Place,Miscellaneous Shop,Bakery,Furniture / Home Store,Outdoor Attractions
697,Rocky Mountain College,1511 Poly Drive,Billings,-108.554075,45.796521999999996,95.0,18330.0,1521.0,889.0,490.0,590.0,500.0,585.0,20.0,25.0,11.0,58.44838921761999,1,Least Selective/Lower Scores,1,Coffee Shop,Brewery,Burger Joint,Pizza Place,Sushi Restaurant,Steakhouse,Italian Restaurant,Grocery Store,Ice Cream Shop,Café,Diner,Chinese Restaurant,Mexican Restaurant,Bar,Gym,Outdoor Attractions
698,Roosevelt University,430 S Michigan Ave,Chicago,-87.62495200000001,41.876055,85.0,23707.0,3943.0,2557.0,510.0,600.0,500.0,580.0,21.0,26.0,10.0,64.8490996703018,1,Least Selective/Lower Scores,0,Hotel,Park,Theater,Grocery Store,Seafood Restaurant,Coffee Shop,Waterfront,Donut Shop,Skating Rink,Other Great Outdoors,Trail,Gym,Event Service,Garden,Tour Provider,Coffee and Casual
699,Rose-Hulman Institute of Technology,5500 Wabash Avenue,Terre Haute,-87.32674899999999,39.483602000000005,96.0,44063.0,4471.0,3049.0,610.0,700.0,660.0,780.0,28.0,33.0,11.0,68.19503466785955,3,Most Selective/Highest Scores,3,Ice Cream Shop,American Restaurant,Sandwich Place,Mexican Restaurant,Park,Coffee Shop,Steakhouse,Pub,Fast Food Restaurant,Gym / Fitness Center,Pizza Place,Restaurant,Italian Restaurant,Pharmacy,College Arts Building,Variety of Cuisines
700,Rosemont College,1400 Montgomery Ave,Rosemont,-75.32925,40.033417,98.0,19635.0,785.0,696.0,460.0,580.0,450.0,560.0,16.0,23.0,11.0,88.6624203821656,1,Least Selective/Lower Scores,1,Pizza Place,Golf Course,Mexican Restaurant,American Restaurant,Brewery,Coffee Shop,Farmers Market,Bakery,Trail,Park,Cycle Studio,Taco Place,Asian Restaurant,Steakhouse,Breakfast Spot,Outdoor Attractions
701,Rowan University,201 Mullica Hill Road,Glassboro,-75.119119,39.709108,43.0,,14221.0,10341.0,520.0,620.0,488.0,603.0,20.0,27.0,17.0,72.71640531608186,1,Least Selective/Lower Scores,0,Convenience Store,Gym,Liquor Store,Pharmacy,Ice Cream Shop,Bakery,Sandwich Place,Sports Bar,Brewery,Burger Joint,Italian Restaurant,College Bookstore,Gym / Fitness Center,Bagel Shop,Bar,Coffee and Casual
702,Rutgers University-Camden,406 Penn,Camden,-75.12224,39.948064,74.0,,9479.0,6766.0,500.0,590.0,500.0,590.0,17.0,23.0,15.0,71.37883743010866,1,Least Selective/Lower Scores,0,Café,Park,Bar,American Restaurant,Pizza Place,History Museum,Italian Restaurant,Ice Cream Shop,Hotel,Brewery,Breakfast Spot,Restaurant,Gastropub,Fried Chicken Joint,Cocktail Bar,Coffee and Casual
703,Rutgers University-New Brunswick,83 Somerset St,New Brunswick,-74.446251,40.498769,51.0,,41348.0,24854.0,590.0,680.0,600.0,730.0,25.0,31.0,16.0,60.10931604914386,3,Most Selective/Highest Scores,0,Coffee Shop,Mediterranean Restaurant,Park,Chinese Restaurant,Sandwich Place,American Restaurant,Farmers Market,French Restaurant,Bagel Shop,Bakery,Parking,Restaurant,Gym,College Football Field,Greek Restaurant,Coffee and Casual
704,Rutgers University-Newark,249 University Avenue  Blumenthal Hall,Newark,-74.175809,40.739121999999995,73.0,,13259.0,8319.0,510.0,590.0,510.0,600.0,19.0,24.0,16.0,62.74228825703296,1,Least Selective/Lower Scores,1,Portuguese Restaurant,Lounge,BBQ Joint,Bar,Pizza Place,Spanish Restaurant,Coffee Shop,Bakery,Deli / Bodega,Donut Shop,Park,Ice Cream Shop,Seafood Restaurant,Tapas Restaurant,Latin American Restaurant,Outdoor Attractions
705,Saginaw Valley State University,7400 Bay Rd,University Center,-83.96427299999999,43.511759999999995,72.0,,7329.0,5672.0,500.0,610.0,490.0,590.0,19.0,26.0,17.0,77.39118570064129,1,Least Selective/Lower Scores,3,Mexican Restaurant,American Restaurant,Department Store,Furniture / Home Store,Pizza Place,Coffee Shop,Liquor Store,Soccer Field,BBQ Joint,Bagel Shop,Bakery,Bar,Restaurant,Chinese Restaurant,Grocery Store,Variety of Cuisines
706,Saint Ambrose University,518 W Locust St,Davenport,-90.579854,41.54065,93.0,25562.0,5234.0,3281.0,510.0,600.0,510.0,590.0,20.0,26.0,11.0,62.68628200229271,1,Least Selective/Lower Scores,1,Coffee Shop,American Restaurant,Grocery Store,Brewery,Ice Cream Shop,BBQ Joint,Bakery,Bar,Mexican Restaurant,Baseball Stadium,Lingerie Store,Park,Beer Bar,Indian Restaurant,Sandwich Place,Outdoor Attractions
707,Saint Anselm College,100 Saint Anselm Drive,Manchester,-71.503622,42.986889,97.0,32255.0,3896.0,2986.0,570.0,660.0,550.0,650.0,24.0,29.0,11.0,76.64271047227926,0,Less Selective/Medium Scores,0,Café,American Restaurant,Diner,Chinese Restaurant,Ice Cream Shop,Bagel Shop,Bakery,Music Store,BBQ Joint,Cheese Shop,Bar,Resort,College Hockey Rink,Donut Shop,Mexican Restaurant,Coffee and Casual
708,Saint Augustine's University,1315 Oakwood Avenue,Raleigh,-78.621301,35.785468,97.0,25668.0,4663.0,2957.0,395.0,480.0,370.0,460.0,13.0,17.0,9.0,63.41411108728286,2,Less Selective/Lowest Scores,1,Coffee Shop,Brewery,Cocktail Bar,Sushi Restaurant,Southern / Soul Food Restaurant,Bakery,Italian Restaurant,Science Museum,Burger Joint,Pizza Place,Beer Store,Movie Theater,Food Court,Garden Center,Gastropub,Outdoor Attractions
709,Saint Cloud State University,720 Fourth Ave. South,Saint Cloud,-94.15265699999999,45.553227,48.0,,5415.0,4668.0,470.0,605.0,490.0,630.0,18.0,24.0,20.0,86.20498614958449,1,Least Selective/Lower Scores,1,Bar,Fast Food Restaurant,Park,Grocery Store,Pizza Place,Burger Joint,Sandwich Place,Brewery,Coffee Shop,Mexican Restaurant,Indian Restaurant,Electronics Store,Theater,Greek Restaurant,Mongolian Restaurant,Outdoor Attractions
710,Saint Edward's University,3001 S Congress Ave,Austin,-97.754998,30.229618,87.0,26927.0,5577.0,4818.0,550.0,650.0,530.0,620.0,22.0,27.0,15.0,86.3905325443787,0,Less Selective/Medium Scores,1,Coffee Shop,Ice Cream Shop,Vietnamese Restaurant,Hotel,Burger Joint,Food Truck,Taco Place,Korean Restaurant,Restaurant,Pedestrian Plaza,BBQ Joint,Gym / Fitness Center,Donut Shop,Rock Club,Smoke Shop,Outdoor Attractions
711,Saint Elizabeth School of Nursing,1501 Hartford Street,Lafayette,-86.88083,40.427401,51.0,19628.0,23.0,23.0,410.0,500.0,400.0,510.0,15.0,20.0,6.0,100.0,2,Less Selective/Lowest Scores,1,Bar,Mexican Restaurant,Burger Joint,Sandwich Place,Bakery,Pizza Place,Park,Coffee Shop,Brewery,Dessert Shop,Breakfast Spot,Pub,Beer Bar,Grocery Store,Greek Restaurant,Outdoor Attractions
712,Saint Francis University,117 Evergreen Dr,Loretto,-78.63904000000001,40.506734,69.0,26597.0,1706.0,1286.0,520.0,630.0,520.0,620.0,20.0,26.0,14.0,75.3810082063306,1,Least Selective/Lower Scores,4,Pizza Place,Golf Course,Discount Store,Post Office,Ice Cream Shop,Grocery Store,Sandwich Place,Pub,Fast Food Restaurant,Gas Station,Gastropub,Pharmacy,Theater,Clothing Store,Liquor Store,Pizza and Dessert
713,Saint John Fisher College,3690 East Ave,Rochester,-77.513056,43.116259,97.0,27794.0,4594.0,2961.0,540.0,620.0,540.0,630.0,22.0,26.0,12.0,64.45363517631694,1,Least Selective/Lower Scores,0,Italian Restaurant,Diner,Coffee Shop,Gym / Fitness Center,Bakery,Golf Course,Gym,American Restaurant,Restaurant,Farmers Market,Brewery,Shopping Plaza,Trail,BBQ Joint,Bar,Coffee and Casual
714,Saint Johns University,2850 Abbey Plaza,Collegeville,-94.393621,45.580075,100.0,27500.0,1557.0,1241.0,490.0,630.0,520.0,650.0,22.0,28.0,12.0,79.70456005138085,0,Less Selective/Medium Scores,4,Sandwich Place,Bar,American Restaurant,Pizza Place,Gas Station,Rest Area,Farm,Baseball Field,Butcher,Brewery,Salon / Barbershop,Other Great Outdoors,Grocery Store,Performing Arts Venue,Farmers Market,Pizza and Dessert
715,Saint Joseph's College of Maine,278 Whites Bridge Rd,Standish,-70.483373,43.826314,67.0,27221.0,1459.0,1220.0,490.0,590.0,480.0,580.0,18.0,23.0,13.0,83.61891706648389,1,Least Selective/Lower Scores,4,Pizza Place,Ice Cream Shop,American Restaurant,Seafood Restaurant,Hardware Store,Breakfast Spot,Italian Restaurant,Mobile Phone Shop,Big Box Store,Grocery Store,Bank,Paper / Office Supplies Store,Donut Shop,Beach,Golf Course,Pizza and Dessert
716,Saint Joseph's University,5600 City Avenue,Philadelphia,-75.238343,39.994442,94.0,35344.0,8843.0,6749.0,570.0,650.0,550.0,640.0,23.0,29.0,11.0,76.32025330770101,0,Less Selective/Medium Scores,0,Trail,Pizza Place,Grocery Store,Sandwich Place,Brewery,Ice Cream Shop,Coffee Shop,Park,Gourmet Shop,Thai Restaurant,New American Restaurant,Theater,Café,Farmers Market,Shoe Store,Coffee and Casual
717,Saint Leo University,33701 State Road 52,Saint Leo,-82.257801,28.336776,66.0,20036.0,4904.0,2955.0,470.0,560.0,490.0,590.0,19.0,26.0,14.0,60.25693311582382,1,Least Selective/Lower Scores,4,Discount Store,Café,Pizza Place,BBQ Joint,American Restaurant,Fast Food Restaurant,Chinese Restaurant,Mexican Restaurant,Grocery Store,Donut Shop,Pharmacy,Sandwich Place,Convenience Store,Italian Restaurant,Farm,Pizza and Dessert
718,Saint Louis Christian College,1360 Grandview Dr,Florissant,-90.294569,38.775771,84.0,18250.0,69.0,23.0,430.0,610.0,430.0,590.0,20.0,22.0,5.0,33.33333333333333,1,Least Selective/Lower Scores,3,Mexican Restaurant,Convenience Store,Grocery Store,Italian Restaurant,Thai Restaurant,Sandwich Place,Donut Shop,Bar,Fast Food Restaurant,Brewery,Diner,Discount Store,Ice Cream Shop,Playground,American Restaurant,Variety of Cuisines
719,Saint Louis University,One North Grand Blvd,Saint Louis,-90.2351,38.636801,66.0,31460.0,15120.0,8698.0,590.0,680.0,590.0,690.0,25.0,31.0,9.0,57.526455026455025,0,Less Selective/Medium Scores,1,Brewery,Ice Cream Shop,Wine Bar,Pizza Place,Southern / Soul Food Restaurant,New American Restaurant,French Restaurant,Bar,Gay Bar,Coffee Shop,Theater,Bookstore,Taco Place,Botanical Garden,Breakfast Spot,Outdoor Attractions
720,Saint Martin's University,5000 Abbey Way SE,Lacey,-122.816354,47.041068,78.0,22578.0,1122.0,1073.0,510.0,620.0,510.0,600.0,18.0,24.0,11.0,95.63279857397504,1,Least Selective/Lower Scores,1,Coffee Shop,Restaurant,Burger Joint,Juice Bar,Sandwich Place,Bar,Pet Store,Pizza Place,American Restaurant,Chinese Restaurant,Music Store,Lake,Food Truck,Other Great Outdoors,Latin American Restaurant,Outdoor Attractions
721,Saint Mary's College,133 Le Mans Hall,Notre Dame,-86.256947,41.707274,96.0,25610.0,1862.0,1525.0,540.0,650.0,510.0,610.0,22.0,28.0,9.0,81.90118152524167,0,Less Selective/Medium Scores,0,Italian Restaurant,Hotel,Greek Restaurant,Coffee Shop,Grocery Store,Deli / Bodega,Supermarket,Farmers Market,Bookstore,Breakfast Spot,Café,Donut Shop,Bar,Performing Arts Venue,Baseball Stadium,Coffee and Casual
722,Saint Mary's College of California,1928 Saint Marys Road,Moraga,-122.109031,37.840731,92.0,35332.0,5787.0,4467.0,540.0,630.0,520.0,620.0,22.0,27.0,11.0,77.19025401762572,1,Least Selective/Lower Scores,0,Park,Trail,Coffee Shop,Grocery Store,Ice Cream Shop,Pizza Place,Movie Theater,Sushi Restaurant,Café,Sandwich Place,American Restaurant,Garden,Bakery,Wine Bar,Hotel,Coffee and Casual
723,Saint Mary's University of Minnesota,700 Terrace Heights,Winona,-91.695449,44.044736,80.0,21370.0,1642.0,1502.0,520.0,620.0,510.0,620.0,20.0,26.0,18.0,91.47381242387333,1,Least Selective/Lower Scores,1,Convenience Store,Coffee Shop,Pizza Place,Bar,Sandwich Place,Café,Fast Food Restaurant,Brewery,Grocery Store,Ice Cream Shop,American Restaurant,Chinese Restaurant,Sushi Restaurant,Park,Supplement Shop,Outdoor Attractions
724,Saint Mary-of-the-Woods College,1 St Mary of Woods Coll,Saint Mary of the Woods,-87.463791,39.508546,85.0,16337.0,638.0,460.0,470.0,570.0,450.0,540.0,16.0,23.0,7.0,72.10031347962382,2,Less Selective/Lowest Scores,4,Discount Store,Bar,Fast Food Restaurant,American Restaurant,Mexican Restaurant,Pharmacy,Gym / Fitness Center,Pub,Steakhouse,Breakfast Spot,Pizza Place,Sandwich Place,Ice Cream Shop,Bakery,Baseball Stadium,Pizza and Dessert
725,Saint Norbert College,100 Grant St,De Pere,-88.067812,44.444829999999996,95.0,27002.0,4118.0,3199.0,520.0,620.0,510.0,590.0,22.0,27.0,14.0,77.68334142787761,1,Least Selective/Lower Scores,1,Coffee Shop,Grocery Store,American Restaurant,Pizza Place,Park,Ice Cream Shop,Candy Store,Restaurant,Bakery,Liquor Store,Lounge,Cosmetics Shop,Bar,Bookstore,Steakhouse,Outdoor Attractions
726,Saint Peter's University,2641 Kennedy Blvd,Jersey City,-74.071541,40.727105,91.0,13246.0,4041.0,3000.0,470.0,560.0,470.0,560.0,17.0,23.0,14.0,74.23904974016332,2,Less Selective/Lowest Scores,0,Park,Memorial Site,Café,Bakery,Pizza Place,Plaza,Ice Cream Shop,Mexican Restaurant,Grocery Store,Building,Brewery,Trail,Boat or Ferry,State / Provincial Park,Art Museum,Coffee and Casual
727,Saint Vincent College,300 Fraser Purchase Rd,Latrobe,-79.403762,40.29265,97.0,21146.0,2354.0,1609.0,520.0,630.0,510.0,600.0,18.0,26.0,11.0,68.35174171622769,1,Least Selective/Lower Scores,4,Discount Store,American Restaurant,Italian Restaurant,Coffee Shop,Pizza Place,Fast Food Restaurant,Pharmacy,Gas Station,Ice Cream Shop,Bank,Bar,Gym / Fitness Center,Park,Golf Course,Market,Pizza and Dessert
728,Saint Xavier University,3700 W 103rd St,Chicago,-87.714749,41.707198999999996,95.0,15131.0,7917.0,5855.0,480.0,570.0,470.0,560.0,19.0,24.0,15.0,73.95478085133259,2,Less Selective/Lowest Scores,3,Fast Food Restaurant,Italian Restaurant,Ice Cream Shop,Pizza Place,Grocery Store,Breakfast Spot,Donut Shop,Bagel Shop,Hot Dog Joint,Bakery,American Restaurant,Park,Trail,Mexican Restaurant,Bar,Variety of Cuisines
729,Salem College,601 S Church St,Winston-Salem,-80.241297,36.086271,91.0,15560.0,755.0,298.0,530.0,640.0,520.0,620.0,21.0,28.0,11.0,39.47019867549669,0,Less Selective/Medium Scores,1,Bar,Brewery,Grocery Store,Bakery,Park,Coffee Shop,American Restaurant,Southern / Soul Food Restaurant,Pizza Place,BBQ Joint,Mediterranean Restaurant,Beer Garden,Donut Shop,Taco Place,Theater,Outdoor Attractions
730,Salem State University,352 Lafayette St,Salem,-70.89023399999999,42.503575,56.0,,6562.0,5558.0,490.0,580.0,490.0,560.0,20.0,26.0,14.0,84.69978665041145,1,Least Selective/Lower Scores,0,Park,Coffee Shop,Historic Site,Bakery,Grocery Store,Mexican Restaurant,Pizza Place,Pub,Beach,French Restaurant,Restaurant,Bar,Theme Park,Gourmet Shop,Scenic Lookout,Coffee and Casual
731,Sam Houston State University,1806 Ave J,Huntsville,-95.546205,30.714738,72.0,,11819.0,9283.0,500.0,580.0,500.0,560.0,19.0,23.0,21.0,78.54302394449616,1,Least Selective/Lower Scores,3,American Restaurant,Mexican Restaurant,Burger Joint,Sandwich Place,Asian Restaurant,Discount Store,Grocery Store,Bakery,Deli / Bodega,Fast Food Restaurant,Bar,Pet Store,BBQ Joint,Bagel Shop,Gym / Fitness Center,Variety of Cuisines
